# Generated from LocaleLib 4.1.5 legacy keys and Minecraft 1.12.2 zh_cn.lang.
# Columns: Bukkit material name, legacy id, data value, Chinese display name.
CONCRETE	251	4	黄色混凝土
CONCRETE	251	5	黄绿色混凝土
CONCRETE	251	6	粉红色混凝土
CONCRETE	251	7	灰色混凝土
CONCRETE	251	8	淡灰色混凝土
CONCRETE	251	9	青色混凝土
CONCRETE	251	10	紫色混凝土
CONCRETE	251	11	蓝色混凝土
CONCRETE	251	12	棕色混凝土
CONCRETE	251	13	绿色混凝土
CONCRETE	251	14	红色混凝土
CONCRETE	251	15	黑色混凝土
COOKED_BEEF	364	0	牛排
COOKED_CHICKEN	366	0	熟鸡肉
COOKED_FISH	350	0	熟鱼
COOKED_FISH	350	1	熟鲑鱼
COOKED_MUTTON	424	0	熟羊肉
COOKED_RABBIT	412	0	熟兔肉
COOKIE	357	0	曲奇
CROPS	59	0	农作物
CYAN_GLAZED_TERRACOTTA	244	0	青色带釉陶瓦
CYAN_SHULKER_BOX	228	0	青色潜影盒
DARK_OAK_DOOR_ITEM	431	0	深色橡木门
DARK_OAK_FENCE	191	0	深色橡木栅栏
DARK_OAK_FENCE_GATE	186	0	深色橡木栅栏门
DARK_OAK_STAIRS	164	0	深色橡木楼梯
DAYLIGHT_DETECTOR	151	0	阳光传感器
DEAD_BUSH	32	0	枯死的灌木
DETECTOR_RAIL	28	0	探测铁轨
DIAMOND	264	0	钻石
DIAMOND_AXE	279	0	钻石斧
DIAMOND_BARDING	419	0	钻石马铠
DIAMOND_BLOCK	57	0	钻石块
DIAMOND_BOOTS	313	0	钻石靴子
DIAMOND_CHESTPLATE	311	0	钻石胸甲
DIAMOND_HELMET	310	0	钻石头盔
DIAMOND_HOE	293	0	钻石锄
DIAMOND_LEGGINGS	312	0	钻石护腿
DIAMOND_ORE	56	0	钻石矿石
DIAMOND_PICKAXE	278	0	钻石镐
DIAMOND_SPADE	277	0	钻石锹
DIAMOND_SWORD	276	0	钻石剑
DIODE	356	0	红石中继器
DIODE_BLOCK_OFF	93	0	红石中继器
DIODE_BLOCK_ON	94	0	红石中继器
DIRT	3	0	泥土
DIRT	3	1	砂土
DIRT	3	2	灰化土
DISPENSER	23	0	发射器
DOUBLE_PLANT	175	0	植物
DOUBLE_PLANT	175	1	丁香
DOUBLE_PLANT	175	2	高草丛
DOUBLE_PLANT	175	3	大型蕨
DOUBLE_PLANT	175	4	玫瑰丛
DOUBLE_PLANT	175	5	牡丹
DRAGON_EGG	122	0	龙蛋
DRAGONS_BREATH	437	0	龙息
DROPPER	158	0	投掷器
EGG	344	0	鸡蛋
ELYTRA	443	0	鞘翅
EMERALD	388	0	绿宝石
EMERALD_ORE	129	0	绿宝石矿石
EMPTY_MAP	395	0	空地图
ENCHANTED_BOOK	403	0	附魔书
ENCHANTMENT_TABLE	116	0	附魔台
END_BRICKS	206	0	末地石砖
END_CRYSTAL	426	0	末影水晶
END_ROD	198	0	末地烛
ENDER_CHEST	130	0	末影箱
ENDER_PEARL	368	0	末影珍珠
ENDER_PORTAL_FRAME	120	0	末地传送门
ENDER_STONE	121	0	末地石
EXP_BOTTLE	384	0	附魔之瓶
EXPLOSIVE_MINECART	407	0	TNT矿车
EYE_OF_ENDER	381	0	末影之眼
FEATHER	288	0	羽毛
FENCE	85	0	橡木栅栏
FENCE_GATE	107	0	橡木栅栏门
FERMENTED_SPIDER_EYE	376	0	发酵蛛眼
FIRE	51	0	火
FIREBALL	385	0	火焰弹
FIREWORK	401	0	烟花火箭
FIREWORK_CHARGE	402	0	烟火之星
FISHING_ROD	346	0	钓鱼竿
FLINT	318	0	燧石
FLINT_AND_STEEL	259	0	打火石
FLOWER_POT_ITEM	390	0	花盆
FROSTED_ICE	212	0	霜冰
FURNACE	61	0	熔炉
GHAST_TEAR	370	0	恶魂之泪
GLASS	20	0	玻璃
GLASS_BOTTLE	374	0	玻璃瓶
GLOWSTONE	89	0	荧石
GLOWSTONE_DUST	348	0	荧石粉
GOLD_AXE	286	0	金斧
GOLD_BARDING	418	0	金马铠
GOLD_BLOCK	41	0	金块
GOLD_BOOTS	317	0	金靴子
GOLD_CHESTPLATE	315	0	金胸甲
GOLD_HELMET	314	0	金头盔
GOLD_HOE	294	0	金锄
GOLD_INGOT	266	0	金锭
GOLD_LEGGINGS	316	0	金护腿
GOLD_NUGGET	371	0	金粒
GOLD_ORE	14	0	金矿石
GOLD_PICKAXE	285	0	金镐
GOLD_PLATE	147	0	测重压力板（轻质）
GOLD_RECORD	2256	0	C418 - 13
GOLD_SPADE	284	0	金锹
GOLD_SWORD	283	0	金剑
GOLDEN_APPLE	322	0	金苹果
GOLDEN_CARROT	396	0	金胡萝卜
GRASS	2	0	草方块
GRASS_PATH	208	0	草径
GRAVEL	13	0	沙砾
GRAY_GLAZED_TERRACOTTA	242	0	灰色带釉陶瓦
GRAY_SHULKER_BOX	226	0	灰色潜影盒
GREEN_GLAZED_TERRACOTTA	248	0	绿色带釉陶瓦
GREEN_RECORD	2257	0	C418 - cat
GREEN_SHULKER_BOX	232	0	绿色潜影盒
GRILLED_PORK	320	0	熟猪排
HARD_CLAY	172	0	陶瓦
HAY_BLOCK	170	0	干草块
HOPPER	154	0	漏斗
HOPPER_MINECART	408	0	漏斗矿车
ICE	79	0	冰
INK_SACK	351	0	墨囊
INK_SACK	351	1	玫瑰红
INK_SACK	351	2	仙人掌绿
INK_SACK	351	3	可可豆
INK_SACK	351	4	青金石
INK_SACK	351	5	紫色染料
INK_SACK	351	6	青色染料
INK_SACK	351	7	淡灰色染料
INK_SACK	351	8	灰色染料
INK_SACK	351	9	粉红色染料
INK_SACK	351	10	黄绿色染料
INK_SACK	351	11	蒲公英黄
INK_SACK	351	12	淡蓝色染料
INK_SACK	351	13	品红色染料
INK_SACK	351	14	橙色染料
INK_SACK	351	15	骨粉
IRON_AXE	258	0	铁斧
IRON_BARDING	417	0	铁马铠
IRON_BLOCK	42	0	铁块
IRON_BOOTS	309	0	铁靴子
IRON_CHESTPLATE	307	0	铁胸甲
IRON_DOOR	330	0	铁门
IRON_DOOR_BLOCK	71	0	铁门
IRON_FENCE	101	0	铁栏杆
IRON_HELMET	306	0	铁头盔
IRON_HOE	292	0	铁锄
IRON_INGOT	265	0	铁锭
IRON_LEGGINGS	308	0	铁护腿
IRON_NUGGET	452	0	铁粒
IRON_ORE	15	0	铁矿石
IRON_PICKAXE	257	0	铁镐
IRON_PLATE	148	0	测重压力板（重质）
IRON_SPADE	256	0	铁锹
IRON_SWORD	267	0	铁剑
IRON_TRAPDOOR	167	0	铁活板门
ITEM_FRAME	389	0	物品展示框
JACK_O_LANTERN	91	0	南瓜灯
JUKEBOX	84	0	唱片机
JUNGLE_DOOR_ITEM	429	0	丛林木门
JUNGLE_FENCE	190	0	丛林木栅栏
JUNGLE_FENCE_GATE	185	0	丛林木栅栏门
JUNGLE_WOOD_STAIRS	136	0	丛林木楼梯
KNOWLEDGE_BOOK	453	0	知识之书
LADDER	65	0	梯子
LAPIS_BLOCK	22	0	青金石块
LAPIS_ORE	21	0	青金石矿石
LAVA	10	0	熔岩
LAVA_BUCKET	327	0	熔岩桶
LEASH	420	0	拴绳
LEATHER	334	0	皮革
LEATHER_BOOTS	301	0	皮革靴子
LEATHER_CHESTPLATE	299	0	皮革外套
LEATHER_HELMET	298	0	皮革帽子
LEATHER_LEGGINGS	300	0	皮革裤子
LEAVES	18	0	树叶
LEAVES	18	1	云杉树叶
LEAVES	18	2	白桦树叶
LEAVES	18	3	丛林树叶
LEAVES_2	161	0	树叶
LEVER	69	0	拉杆
LIGHT_BLUE_GLAZED_TERRACOTTA	238	0	淡蓝色带釉陶瓦
LIGHT_BLUE_SHULKER_BOX	222	0	淡蓝色潜影盒
LIME_GLAZED_TERRACOTTA	240	0	黄绿色带釉陶瓦
LIME_SHULKER_BOX	224	0	黄绿色潜影盒
LINGERING_POTION	441	0	滞留药水
LOG	17	0	木头
LOG	17	1	云杉木
LOG	17	2	白桦木
LOG	17	3	丛林木
LOG_2	162	0	金合欢木
LOG_2	162	1	深色橡木
LONG_GRASS	31	0	草
LONG_GRASS	31	1	草
LONG_GRASS	31	2	蕨
MAGENTA_GLAZED_TERRACOTTA	237	0	品红色带釉陶瓦
MAGENTA_SHULKER_BOX	221	0	品红色潜影盒
MAGMA	213	0	岩浆块
MAGMA_CREAM	378	0	岩浆膏
MAP	358	0	地图
MELON	360	0	西瓜
MELON_BLOCK	103	0	西瓜
MELON_SEEDS	362	0	西瓜种子
MILK_BUCKET	335	0	牛奶
MINECART	328	0	矿车
MOB_SPAWNER	52	0	刷怪箱
MONSTER_EGG	383	0	生成
MONSTER_EGGS	97	0	石头怪物蛋
MONSTER_EGGS	97	1	圆石怪物蛋
MONSTER_EGGS	97	2	石砖怪物蛋
MONSTER_EGGS	97	3	苔石砖怪物蛋
MONSTER_EGGS	97	4	裂石砖怪物蛋
MONSTER_EGGS	97	5	錾制石砖怪物蛋
MOSSY_COBBLESTONE	48	0	苔石
MUSHROOM_SOUP	282	0	蘑菇煲
MUTTON	423	0	生羊肉
MYCEL	110	0	菌丝
NAME_TAG	421	0	命名牌
NETHER_BRICK	112	0	地狱砖块
NETHER_BRICK_ITEM	405	0	地狱砖
NETHER_BRICK_STAIRS	114	0	地狱砖楼梯
NETHER_FENCE	113	0	地狱砖栅栏
NETHER_STALK	372	0	地狱疣
NETHER_STAR	399	0	下界之星
NETHER_WART_BLOCK	214	0	地狱疣块
NETHER_WARTS	115	0	地狱疣
NETHERRACK	87	0	地狱岩
NOTE_BLOCK	25	0	音符盒
OBSERVER	218	0	侦测器
OBSIDIAN	49	0	黑曜石
ORANGE_GLAZED_TERRACOTTA	236	0	橙色带釉陶瓦
ORANGE_SHULKER_BOX	220	0	橙色潜影盒
PACKED_ICE	174	0	浮冰
PAINTING	321	0	画
PAPER	339	0	纸
PINK_GLAZED_TERRACOTTA	241	0	粉红色带釉陶瓦
PINK_SHULKER_BOX	225	0	粉红色潜影盒
PISTON_BASE	33	0	活塞
PISTON_STICKY_BASE	29	0	粘性活塞
POISONOUS_POTATO	394	0	毒马铃薯
PORK	319	0	生猪排
PORTAL	90	0	传送门
POTATO	142	0	马铃薯
POTATO_ITEM	392	0	马铃薯
POTION	373	0	药水
POWERED_MINECART	343	0	动力矿车
POWERED_RAIL	27	0	充能铁轨
PRISMARINE	168	0	海晶石
PRISMARINE	168	1	暗海晶石
PRISMARINE	168	2	海晶石砖
PRISMARINE_CRYSTALS	410	0	海晶砂粒
PRISMARINE_SHARD	409	0	海晶碎片
PUMPKIN	86	0	南瓜
PUMPKIN_PIE	400	0	南瓜派
PUMPKIN_SEEDS	361	0	南瓜种子
PUMPKIN_STEM	104	0	南瓜梗
PURPLE_GLAZED_TERRACOTTA	245	0	紫色带釉陶瓦
PURPLE_SHULKER_BOX	229	0	紫色潜影盒
PURPUR_BLOCK	201	0	紫珀块
PURPUR_PILLAR	202	0	竖纹紫珀块
PURPUR_SLAB	205	0	紫珀台阶
PURPUR_STAIRS	203	0	紫珀楼梯
QUARTZ_BLOCK	155	0	石英块
QUARTZ_BLOCK	155	1	錾制石英块
QUARTZ_BLOCK	155	2	竖纹石英块
QUARTZ_ORE	153	0	下界石英
QUARTZ_STAIRS	156	0	石英楼梯
RABBIT	411	0	生兔肉
RABBIT_FOOT	414	0	兔子脚
RABBIT_HIDE	415	0	兔子皮
RABBIT_STEW	413	0	兔肉煲
RAILS	66	0	铁轨
RAW_BEEF	363	0	生牛肉
RAW_CHICKEN	365	0	生鸡肉
RAW_FISH	349	0	生鱼
RAW_FISH	349	1	生鲑鱼
RAW_FISH	349	2	小丑鱼
RAW_FISH	349	3	河豚
RECORD_10	2265	0	C418 - ward
RECORD_11	2266	0	C418 - 11
RECORD_12	2267	0	C418 - wait
RECORD_3	2258	0	C418 - blocks
RECORD_4	2259	0	C418 - chirp
RECORD_5	2260	0	C418 - far
RECORD_6	2261	0	C418 - mall
RECORD_7	2262	0	C418 - mellohi
RECORD_8	2263	0	C418 - stal
RECORD_9	2264	0	C418 - strad
RED_GLAZED_TERRACOTTA	249	0	红色带釉陶瓦
RED_MUSHROOM	40	0	蘑菇
RED_NETHER_BRICK	215	0	红色地狱砖
RED_ROSE	38	0	花
RED_ROSE	38	1	兰花
RED_ROSE	38	2	绒球葱
RED_ROSE	38	3	茜草花
RED_ROSE	38	4	红色郁金香
RED_ROSE	38	5	橙色郁金香
RED_ROSE	38	6	白色郁金香
RED_ROSE	38	7	粉红色郁金香
RED_ROSE	38	8	滨菊
RED_SANDSTONE	179	0	红砂岩
RED_SANDSTONE	179	1	錾制红砂岩
RED_SANDSTONE	179	2	平滑红砂岩
RED_SANDSTONE_STAIRS	180	0	红砂岩楼梯
RED_SHULKER_BOX	233	0	红色潜影盒
REDSTONE	331	0	红石
REDSTONE_BLOCK	152	0	红石块
REDSTONE_COMPARATOR	404	0	红石比较器
REDSTONE_COMPARATOR_OFF	149	0	红石比较器
REDSTONE_COMPARATOR_ON	150	0	红石比较器
REDSTONE_LAMP_OFF	123	0	红石灯
REDSTONE_LAMP_ON	124	0	红石灯
REDSTONE_ORE	73	0	红石矿石
REDSTONE_TORCH_OFF	75	0	红石火把
REDSTONE_TORCH_ON	76	0	红石火把
REDSTONE_WIRE	55	0	红石粉
ROTTEN_FLESH	367	0	腐肉
SADDLE	329	0	鞍
SAND	12	0	沙子
SAND	12	1	红沙
SANDSTONE	24	0	砂岩
SANDSTONE	24	1	錾制砂岩
SANDSTONE	24	2	平滑砂岩
SANDSTONE_STAIRS	128	0	砂岩楼梯
SAPLING	6	0	橡树树苗
SAPLING	6	1	云杉树苗
SAPLING	6	2	白桦树苗
SAPLING	6	3	丛林树苗
SAPLING	6	4	金合欢树苗
SAPLING	6	5	深色橡树树苗
SEA_LANTERN	169	0	海晶灯
SEEDS	295	0	小麦种子
SHEARS	359	0	剪刀
SHULKER_SHELL	450	0	潜影壳
SIGN	323	0	告示牌
SILVER_GLAZED_TERRACOTTA	243	0	淡灰色带釉陶瓦
SILVER_SHULKER_BOX	227	0	淡灰色潜影盒
SKULL	144	0	骷髅头颅
SKULL	144	1	凋灵骷髅头颅
SKULL	144	2	僵尸的头
SKULL	144	3	头
SKULL	144	4	%s的头
SKULL	144	5	爬行者的头
SKULL	144	6	龙首
SKULL_ITEM	397	0	骷髅头颅
SKULL_ITEM	397	1	凋灵骷髅头颅
SKULL_ITEM	397	2	僵尸的头
SKULL_ITEM	397	3	头
SKULL_ITEM	397	4	%s的头
SKULL_ITEM	397	5	爬行者的头
SKULL_ITEM	397	6	龙首
SLIME_BALL	341	0	粘液球
SLIME_BLOCK	165	0	粘液块
SMOOTH_BRICK	98	0	石砖
SMOOTH_BRICK	98	2	苔石砖
SMOOTH_BRICK	98	3	裂石砖
SMOOTH_BRICK	98	4	錾制石砖
SMOOTH_STAIRS	109	0	石砖楼梯
SNOW	78	0	雪
SNOW_BALL	332	0	雪球
SNOW_BLOCK	80	0	雪
SOIL	60	0	耕地
SOUL_SAND	88	0	灵魂沙
SPECKLED_MELON	382	0	闪烁的西瓜
SPECTRAL_ARROW	439	0	光灵箭
SPIDER_EYE	375	0	蜘蛛眼
SPLASH_POTION	438	0	喷溅药水
SPONGE	19	0	海绵
SPONGE	19	1	湿海绵
SPRUCE_DOOR_ITEM	427	0	云杉木门
SPRUCE_FENCE	188	0	云杉木栅栏
SPRUCE_FENCE_GATE	183	0	云杉木栅栏门
SPRUCE_WOOD_STAIRS	134	0	云杉木楼梯
STAINED_CLAY	159	0	染色陶瓦
STAINED_CLAY	159	1	橙色陶瓦
STAINED_CLAY	159	2	品红色陶瓦
STAINED_CLAY	159	3	淡蓝色陶瓦
STAINED_CLAY	159	4	黄色陶瓦
STAINED_CLAY	159	5	黄绿色陶瓦
STAINED_CLAY	159	6	粉红色陶瓦
STAINED_CLAY	159	7	灰色陶瓦
STAINED_CLAY	159	8	淡灰色陶瓦
STAINED_CLAY	159	9	青色陶瓦
STAINED_CLAY	159	10	紫色陶瓦
STAINED_CLAY	159	11	蓝色陶瓦
STAINED_CLAY	159	12	棕色陶瓦
STAINED_CLAY	159	13	绿色陶瓦
STAINED_CLAY	159	14	红色陶瓦
STAINED_CLAY	159	15	黑色陶瓦
STAINED_GLASS	95	0	染色玻璃
STAINED_GLASS	95	1	橙色染色玻璃
STAINED_GLASS	95	2	品红色染色玻璃
STAINED_GLASS	95	3	淡蓝色染色玻璃
STAINED_GLASS	95	4	黄色染色玻璃
STAINED_GLASS	95	5	黄绿色染色玻璃
STAINED_GLASS	95	6	粉红色染色玻璃
STAINED_GLASS	95	7	灰色染色玻璃
STAINED_GLASS	95	8	淡灰色染色玻璃
STAINED_GLASS	95	9	青色染色玻璃
STAINED_GLASS	95	10	紫色染色玻璃
STAINED_GLASS	95	11	蓝色染色玻璃
STAINED_GLASS	95	12	棕色染色玻璃
STAINED_GLASS	95	13	绿色染色玻璃
STAINED_GLASS	95	14	红色染色玻璃
STAINED_GLASS	95	15	黑色染色玻璃
STAINED_GLASS_PANE	160	0	染色玻璃板
STAINED_GLASS_PANE	160	1	橙色染色玻璃板
STAINED_GLASS_PANE	160	2	品红色染色玻璃板
STAINED_GLASS_PANE	160	3	淡蓝色染色玻璃板
STAINED_GLASS_PANE	160	4	黄色染色玻璃板
STAINED_GLASS_PANE	160	5	黄绿色染色玻璃板
STAINED_GLASS_PANE	160	6	粉红色染色玻璃板
STAINED_GLASS_PANE	160	7	灰色染色玻璃板
STAINED_GLASS_PANE	160	8	淡灰色染色玻璃板
STAINED_GLASS_PANE	160	9	青色染色玻璃板
STAINED_GLASS_PANE	160	10	紫色染色玻璃板
STAINED_GLASS_PANE	160	11	蓝色染色玻璃板
STAINED_GLASS_PANE	160	12	棕色染色玻璃板
STAINED_GLASS_PANE	160	13	绿色染色玻璃板
STAINED_GLASS_PANE	160	14	红色染色玻璃板
STAINED_GLASS_PANE	160	15	黑色染色玻璃板
STICK	280	0	木棍
STONE_AXE	275	0	石斧
STONE_BUTTON	77	0	按钮
STONE_HOE	291	0	石锄
STONE_PICKAXE	274	0	石镐
STONE_PLATE	70	0	石质压力板
STONE_SLAB2	182	0	红砂岩台阶
STONE_SPADE	273	0	石锹
STONE_SWORD	272	0	石剑
STORAGE_MINECART	342	0	运输矿车
STRING	287	0	线
STRUCTURE_BLOCK	255	0	结构方块
STRUCTURE_VOID	217	0	结构空位
SUGAR	353	0	糖
SUGAR_CANE	338	0	甘蔗
SUGAR_CANE_BLOCK	83	0	甘蔗
SULPHUR	289	0	火药
THIN_GLASS	102	0	玻璃板
TIPPED_ARROW	440	0	药箭
TNT	46	0	TNT
TORCH	50	0	火把
TOTEM	449	0	不死图腾
TRAP_DOOR	96	0	活板门
TRAPPED_CHEST	146	0	陷阱箱
TRIPWIRE_HOOK	131	0	绊线钩
VINE	106	0	藤蔓
WATCH	347	0	钟
WATER	8	0	水
WATER_BUCKET	326	0	水桶
WATER_LILY	111	0	睡莲
WEB	30	0	蜘蛛网
WHEAT	296	0	小麦
WHITE_GLAZED_TERRACOTTA	235	0	白色带釉陶瓦
WHITE_SHULKER_BOX	219	0	白色潜影盒
WOOD	5	0	木板
WOOD	5	1	云杉木板
WOOD	5	2	白桦木板
WOOD	5	3	丛林木板
WOOD	5	4	金合欢木板
WOOD	5	5	深色橡木木板
WOOD_AXE	271	0	木斧
WOOD_BUTTON	143	0	按钮
WOOD_DOOR	324	0	橡木门
WOOD_HOE	290	0	木锄
WOOD_PICKAXE	270	0	木镐
WOOD_PLATE	72	0	木质压力板
WOOD_SPADE	269	0	木锹
WOOD_STAIRS	53	0	橡木楼梯
WOOD_STEP	126	0	木台阶
WOOD_STEP	126	1	云杉木台阶
WOOD_STEP	126	2	桦木台阶
WOOD_STEP	126	3	丛林木台阶
WOOD_STEP	126	4	金合欢木台阶
WOOD_STEP	126	5	深色橡木台阶
WOOD_SWORD	268	0	木剑
WOODEN_DOOR	64	0	木门
WOOL	35	0	羊毛
WOOL	35	1	橙色羊毛
WOOL	35	2	品红色羊毛
WOOL	35	3	淡蓝色羊毛
WOOL	35	4	黄色羊毛
WOOL	35	5	黄绿色羊毛
WOOL	35	6	粉红色羊毛
WOOL	35	7	灰色羊毛
WOOL	35	8	淡灰色羊毛
WOOL	35	9	青色羊毛
WOOL	35	10	紫色羊毛
WOOL	35	11	蓝色羊毛
WOOL	35	12	棕色羊毛
WOOL	35	13	绿色羊毛
WOOL	35	14	红色羊毛
WOOL	35	15	黑色羊毛
WORKBENCH	58	0	工作台
WRITTEN_BOOK	387	0	成书
YELLOW_FLOWER	37	0	花
YELLOW_GLAZED_TERRACOTTA	239	0	黄色带釉陶瓦
YELLOW_SHULKER_BOX	223	0	黄色潜影盒
